Name,Description,URL,Created At,Updated At,Homepage,Size,Stars,Forks,Issues,Watchers,Language,License,Topics,Has Issues,Has Projects,Has Downloads,Has Wiki,Has Pages,Has Discussions,Is Fork,Is Archived,Is Template,Default Branch
etcd,Distributed reliable key-value store for the most critical data of a distributed system,https://github.com/etcd-io/etcd,2013-07-06T21:57:21Z,2023-09-21T07:42:55Z,https://etcd.io,71129,44520,9484,230,44520,Go,Apache-2.0,"['cncf', 'consensus', 'database', 'distributed-database', 'distributed-systems', 'etcd', 'go', 'key-value', 'kubernetes', 'raft']",True,True,True,False,False,True,False,False,False,main
okhttp,"Square’s meticulous HTTP client for the JVM, Android, and GraalVM.",https://github.com/square/okhttp,2012-07-23T13:42:55Z,2023-09-21T11:28:42Z,https://square.github.io/okhttp/,48758,44503,9209,107,44503,Kotlin,Apache-2.0,"['android', 'graalvm', 'java', 'kotlin']",True,False,True,False,True,False,False,False,False,master
algorithm-visualizer,:fireworks:Interactive Online Platform that Visualizes Algorithms from Code,https://github.com/algorithm-visualizer/algorithm-visualizer,2016-05-15T00:27:45Z,2023-09-21T08:23:37Z,https://algorithm-visualizer.org/,21541,44307,7097,60,44307,JavaScript,MIT,"['algorithm', 'animation', 'data-structure', 'visualization']",True,True,True,True,False,False,False,False,False,master
dayjs,⏰ Day.js 2kB immutable date-time library alternative to Moment.js with the same modern API,https://github.com/iamkun/dayjs,2018-04-10T09:26:44Z,2023-09-21T06:18:52Z,https://day.js.org,5489,44118,2235,803,44118,JavaScript,MIT,"['date', 'date-formatting', 'datetime', 'dayjs', 'moment', 'time']",True,True,True,True,True,False,False,False,False,dev
Ghost,"Turn your audience into a business. Publishing, memberships, subscriptions and newsletters.",https://github.com/TryGhost/Ghost,2013-05-04T11:09:13Z,2023-09-21T10:54:49Z,https://ghost.org,261211,44005,9714,129,44005,JavaScript,MIT,"['blogging', 'cms', 'creator-economy', 'ember', 'ghost', 'hacktoberfest', 'headless-cms', 'jamstack', 'javascript', 'journalism', 'nodejs', 'publishing', 'web-application']",True,False,True,False,False,False,False,False,False,main
mastodon,"Your self-hosted, globally interconnected microblogging community",https://github.com/mastodon/mastodon,2016-02-22T15:01:25Z,2023-09-21T11:44:49Z,https://joinmastodon.org,221812,43993,6567,4142,43993,Ruby,AGPL-3.0,"['activity-stream', 'activitypub', 'docker', 'mastodon', 'microblog', 'social-network', 'webfinger']",True,True,True,False,False,True,False,False,False,main
awesome-ios,"A curated list of awesome iOS ecosystem, including Objective-C and Swift Projects ",https://github.com/vsouza/awesome-ios,2014-07-10T16:03:45Z,2023-09-21T09:41:07Z,http://awesomeios.com,13711,43974,6879,1,43974,Swift,MIT,"['apple-swift', 'arkit', 'awesome', 'ios', 'ios-animation', 'ios-libraries', 'objective-c', 'objective-c-library', 'swift-extensions', 'swift-framework', 'swift-language', 'swift-library', 'swift-programming']",True,False,True,False,False,False,False,False,False,master
ChatGPT-Next-Web,A well-designed cross-platform ChatGPT UI (Web / PWA / Linux / Win / MacOS). 一键拥有你自己的跨平台 ChatGPT 应用。,https://github.com/Yidadaa/ChatGPT-Next-Web,2023-03-10T18:27:54Z,2023-09-21T11:04:56Z,https://nb.nextweb.fun,7497,43919,40808,33,43919,TypeScript,MIT,"['chatgpt', 'cross-platform', 'nextjs', 'react', 'tauri', 'tauri-app', 'vercel', 'webui']",True,False,True,False,False,True,False,False,False,main
pdf.js,PDF Reader in JavaScript,https://github.com/mozilla/pdf.js,2011-04-26T06:32:03Z,2023-09-21T10:03:31Z,https://mozilla.github.io/pdf.js/,133444,43876,9572,360,43876,JavaScript,Apache-2.0,[],True,True,True,True,True,False,False,False,False,master
awesome-chatgpt-prompts-zh,ChatGPT 中文调教指南。各种场景使用指南。学习怎么让它听你的话。,https://github.com/PlexPt/awesome-chatgpt-prompts-zh,2022-12-12T01:55:03Z,2023-09-21T11:19:51Z,https://chat.aimakex.com/,39405,43854,13119,35,43854,,MIT,"['chat-gpt', 'chatgpt', 'chatgpt3', 'chatgpt4', 'gpt']",True,True,True,True,False,True,False,False,False,main
meteor,"Meteor, the JavaScript App Platform",https://github.com/meteor/meteor,2012-01-19T01:58:17Z,2023-09-21T11:19:01Z,https://meteor.com,121318,43748,5311,272,43748,JavaScript,NOASSERTION,"['build-system', 'framework', 'javascript', 'meteor', 'mongodb', 'nodejs', 'npm', 'react', 'reactive-programming', 'realtime', 'rpc', 'zero-configuration']",True,True,True,True,False,True,False,False,False,devel
go-ethereum,Official Go implementation of the Ethereum protocol,https://github.com/ethereum/go-ethereum,2013-12-26T13:05:46Z,2023-09-21T08:06:04Z,https://geth.ethereum.org,207509,43666,18501,338,43666,Go,LGPL-3.0,"['blockchain', 'ethereum', 'geth', 'go', 'p2p']",True,False,True,True,True,False,False,False,False,master
pi-hole,A black hole for Internet advertisements,https://github.com/pi-hole/pi-hole,2014-06-08T15:02:55Z,2023-09-21T10:37:05Z,https://pi-hole.net,7548,43413,2528,42,43413,Shell,NOASSERTION,"['ad-blocker', 'blocker', 'cloud', 'dashboard', 'dhcp', 'dhcp-server', 'dns-server', 'dnsmasq', 'hacktoberfest', 'pi-hole', 'raspberry-pi', 'shell']",True,True,True,False,False,True,False,False,False,master
act,Run your GitHub Actions locally 🚀,https://github.com/nektos/act,2019-01-02T19:53:43Z,2023-09-21T11:38:35Z,https://nektosact.com,9221,43375,1079,176,43375,Go,MIT,"['ci', 'devops', 'github-actions', 'golang']",True,True,True,True,False,True,False,False,False,master
gpt-engineer,"Specify what you want it to build, the AI asks for clarification, and then builds it.",https://github.com/AntonOsika/gpt-engineer,2023-04-29T12:52:15Z,2023-09-21T10:53:18Z,https://gpt-engineer.readthedocs.io,590,43327,7159,21,43327,Python,MIT,"['ai', 'autonomous-agent', 'codebase-generation', 'coding-assistant', 'gpt-4', 'openai', 'python']",True,True,True,False,False,True,False,False,False,main
sherlock,🔎 Hunt down social media accounts by username across social networks,https://github.com/sherlock-project/sherlock,2018-12-24T14:30:48Z,2023-09-21T08:44:03Z,http://sherlock-project.github.io,16650,43317,5310,155,43317,Python,MIT,"['cli', 'hacktoberfest', 'hacktoberfest2022', 'information-gathering', 'linux', 'macos', 'osint', 'python', 'python3', 'reconnaissance', 'redteam', 'sherlock', 'tools', 'windows']",True,True,True,True,False,True,False,False,False,master
julia,The Julia Programming Language,https://github.com/JuliaLang/julia,2011-04-21T07:01:50Z,2023-09-21T11:23:55Z,https://julialang.org/,274276,43174,5282,4792,43174,Julia,MIT,"['hacktoberfest', 'hpc', 'julia', 'julia-language', 'julialang', 'machine-learning', 'numerical', 'programming-language', 'science', 'scientific']",True,False,True,False,False,True,False,False,False,master
architecture-samples,A collection of samples to discuss and showcase different architectural tools and patterns for Android apps.,https://github.com/android/architecture-samples,2016-02-05T13:42:07Z,2023-09-21T10:47:27Z,,13313,43146,11580,203,43146,Kotlin,Apache-2.0,"['android', 'android-architecture', 'samples']",True,True,True,True,False,False,False,False,False,main
v2ray-core,A platform for building proxies to bypass network restrictions.,https://github.com/v2ray/v2ray-core,2015-09-04T11:42:53Z,2023-09-21T10:54:56Z,https://www.v2ray.com/,55212,43114,8764,26,43114,Go,MIT,"['golang', 'http-proxy', 'proxy', 'shadowsocks', 'socks', 'socks5', 'v2ray', 'vmess']",True,False,True,False,False,False,False,False,False,master
bat,A cat(1) clone with wings.,https://github.com/sharkdp/bat,2018-04-21T10:52:23Z,2023-09-21T11:33:06Z,,30760,43007,1137,214,43007,Rust,Apache-2.0,"['cli', 'command-line', 'git', 'hacktoberfest', 'rust', 'syntax-highlighting', 'terminal', 'tool']",True,False,True,False,False,True,False,False,False,master
TensorFlow-Examples,TensorFlow Tutorial and Examples for Beginners (support TF v1 & v2),https://github.com/aymericdamien/TensorFlow-Examples,2015-11-11T14:21:19Z,2023-09-21T10:34:50Z,,10242,42962,15127,217,42962,Jupyter Notebook,NOASSERTION,"['deep-learning', 'examples', 'machine-learning', 'python', 'tensorflow', 'tutorial']",True,True,True,True,False,False,False,False,False,master
ghidra,Ghidra is a software reverse engineering (SRE) framework,https://github.com/NationalSecurityAgency/ghidra,2019-03-01T03:27:48Z,2023-09-21T11:37:35Z,https://www.nsa.gov/ghidra,315973,42944,5233,1438,42944,Java,Apache-2.0,"['disassembler', 'reverse-engineering', 'software-analysis']",True,True,True,True,False,True,False,False,False,master
AdminLTE,AdminLTE - Free admin dashboard template based on Bootstrap 5,https://github.com/ColorlibHQ/AdminLTE,2013-12-25T02:52:40Z,2023-09-21T09:57:28Z,https://adminlte.io,131504,42942,18192,94,42942,Astro,MIT,"['admin', 'admin-dashboard', 'admin-panel', 'admin-template', 'bootstrap']",True,True,True,False,True,True,False,False,False,master
gogs,Gogs is a painless self-hosted Git service,https://github.com/gogs/gogs,2014-02-12T01:57:08Z,2023-09-21T11:37:51Z,https://gogs.io,206015,42932,4831,873,42932,Go,MIT,"['docker', 'git', 'go', 'gogs', 'lsif-enabled', 'mysql', 'postgresql', 'raspberry-pi', 'scip-enabled', 'self-hosted', 'sqlite3']",True,False,True,False,False,True,False,False,False,main
Projects,:page_with_curl: A list of practical projects that anyone can solve in any programming language.,https://github.com/karan/Projects,2013-07-04T13:37:27Z,2023-09-21T02:03:48Z,https://twitter.com/karangoel,1790,42913,10475,84,42913,,MIT,[],True,True,True,False,False,False,False,False,False,master
drawio-desktop,Official electron build of draw.io,https://github.com/jgraph/drawio-desktop,2017-05-25T20:58:42Z,2023-09-21T11:42:55Z,https://www.diagrams.net,2500,42808,4515,161,42808,JavaScript,Apache-2.0,"['diagram-editor', 'electron-app', 'graphics', 'javascript-applications']",True,True,True,True,False,True,False,False,False,dev
jest,Delightful JavaScript Testing.,https://github.com/jestjs/jest,2013-12-10T00:18:04Z,2023-09-21T11:01:34Z,https://jestjs.io,296272,42740,6480,450,42740,TypeScript,MIT,"['easy', 'expectation', 'facebook', 'immersive', 'javascript', 'painless', 'painless-javascript-testing', 'snapshot', 'testing']",True,True,True,True,True,False,False,False,False,main
parcel,The zero configuration build tool for the web. 📦🚀,https://github.com/parcel-bundler/parcel,2017-08-07T16:36:47Z,2023-09-21T09:22:08Z,https://parceljs.org,40462,42700,2301,761,42700,JavaScript,MIT,"['assets', 'build-tool', 'commonjs', 'compiler', 'css', 'es6', 'html', 'javascript', 'module-bundler', 'modules', 'web']",True,True,True,False,False,True,False,False,False,v2
mkcert,A simple zero-config tool to make locally trusted development certificates with any names you'd like.,https://github.com/FiloSottile/mkcert,2018-06-25T05:33:03Z,2023-09-21T10:38:44Z,https://mkcert.dev,1844,42686,2257,129,42686,Go,BSD-3-Clause,"['certificates', 'chrome', 'firefox', 'https', 'ios', 'linux', 'local-development', 'localhost', 'macos', 'root-ca', 'tls', 'windows']",True,False,True,False,False,True,False,False,False,master
Microsoft-Activation-Scripts,"A Windows and Office activator using HWID / KMS38 / Online KMS activation methods, with a focus on open-source code and fewer antivirus detections.",https://github.com/massgravel/Microsoft-Activation-Scripts,2020-01-12T23:03:34Z,2023-09-21T11:38:56Z,https://massgrave.dev,7061,42632,4503,1,42632,Batchfile,GPL-3.0,"['activator', 'hwid', 'kms', 'kms38', 'massgrave', 'massgravel', 'office', 'windows', 'windows-10', 'windows-11']",True,True,True,True,False,True,False,False,False,master
DeepFaceLab,DeepFaceLab is the leading software for creating deepfakes.,https://github.com/iperov/DeepFaceLab,2018-06-04T13:10:00Z,2023-09-21T10:46:00Z,,848593,42582,9535,539,42582,Python,GPL-3.0,"['arxiv', 'creating-deepfakes', 'deep-face-swap', 'deep-learning', 'deep-neural-networks', 'deepface', 'deepfacelab', 'deepfakes', 'deeplearning', 'face-swap', 'faceswap', 'fakeapp', 'machine-learning', 'neural-nets', 'neural-networks']",True,True,True,True,True,False,False,False,False,master
babel,🐠 Babel is a compiler for writing next generation JavaScript.,https://github.com/babel/babel,2014-09-28T13:38:23Z,2023-09-21T10:52:54Z,https://babel.dev,99642,42533,5756,819,42533,TypeScript,MIT,"['ast', 'babel', 'compiler', 'es2015', 'es6', 'flavortown', 'javascript']",True,True,True,False,False,True,False,False,False,main
github-cheat-sheet,A list of cool features of Git and GitHub.,https://github.com/tiimgreen/github-cheat-sheet,2014-04-12T16:38:42Z,2023-09-21T11:21:28Z,http://git.io/sheet,764,42480,5305,31,42480,,MIT,"['awesome', 'awesome-list', 'git', 'github', 'list']",True,True,True,False,False,False,False,False,False,master
build-web-application-with-golang,A golang ebook intro how to build a web with golang,https://github.com/astaxie/build-web-application-with-golang,2012-08-02T11:49:35Z,2023-09-21T01:33:35Z,,38293,42322,10803,126,42322,Go,BSD-3-Clause,[],True,True,True,True,False,False,False,False,False,master
react,Cheatsheets for experienced React developers getting started with TypeScript,https://github.com/typescript-cheatsheets/react,2018-06-02T04:08:16Z,2023-09-21T07:47:04Z,https://react-typescript-cheatsheet.netlify.app,3037,42201,3880,1,42201,JavaScript,MIT,"['cheatsheet', 'guide', 'hacktoberfest', 'hacktoberfest2022', 'react', 'typescript']",True,False,True,False,False,True,False,False,False,main
llama,Inference code for LLaMA models,https://github.com/facebookresearch/llama,2023-02-14T09:29:12Z,2023-09-21T10:42:45Z,,1063,42169,7056,289,42169,Python,NOASSERTION,[],True,True,True,False,False,False,False,False,False,main
leetcode-master,《代码随想录》LeetCode 刷题攻略：200道经典题目刷题顺序，共60w字的详细图解，视频难点剖析，50余张思维导图，支持C++，Java，Python，Go，JavaScript等多语言版本，从此算法学习不再迷茫！🔥🔥 来看看，你会发现相见恨晚！🚀 ,https://github.com/youngyangyang04/leetcode-master,2019-12-14T12:05:42Z,2023-09-21T11:14:42Z,,95860,42136,10066,137,42136,Shell,,"['algorithm', 'cpp', 'go', 'interview', 'java', 'javascript', 'leetcode', 'offer', 'programmer', 'python']",True,True,True,True,False,False,False,False,False,master
rustlings,:crab: Small exercises to get you used to reading and writing Rust code!,https://github.com/rust-lang/rustlings,2015-09-15T02:25:18Z,2023-09-21T11:43:36Z,https://rustlings.cool,2687,42107,7659,119,42107,Rust,MIT,"['beginner-friendly', 'rust', 'rustlings']",True,False,True,False,True,False,False,False,False,main
awesome-wechat-weapp,微信小程序开发资源汇总 :100:,https://github.com/justjavac/awesome-wechat-weapp,2016-09-22T20:04:48Z,2023-09-21T11:29:06Z,,844,42072,8519,2,42072,,GPL-3.0,"['demo', 'minapp', 'miniprogram', 'weapp-demo', 'wechat', 'wechat-weapp', 'wepy', 'wxapp', 'wxml']",False,False,True,False,False,False,False,False,False,main
retrofit,A type-safe HTTP client for Android and the JVM,https://github.com/square/retrofit,2010-09-06T21:39:43Z,2023-09-21T09:03:04Z,https://square.github.io/retrofit/,5882,41993,7339,189,41993,Java,Apache-2.0,"['android', 'java']",True,False,True,True,True,True,False,False,False,master
project-layout,Standard Go Project Layout,https://github.com/golang-standards/project-layout,2017-09-09T16:33:26Z,2023-09-21T10:37:43Z,,533,41943,4647,93,41943,Makefile,NOASSERTION,"['go', 'golang', 'project-structure', 'project-template', 'standards']",True,True,True,True,False,False,False,False,False,master
design-patterns-for-humans,An ultra-simplified explanation to design patterns,https://github.com/kamranahmedse/design-patterns-for-humans,2017-02-16T21:24:39Z,2023-09-21T11:04:08Z,,159,41879,4956,10,41879,,,"['architecture', 'computer-science', 'design-patterns', 'engineering', 'principles', 'software-engineering']",True,True,True,True,False,False,False,False,False,master
100-Days-Of-ML-Code,100 Days of ML Coding,https://github.com/Avik-Jain/100-Days-Of-ML-Code,2018-07-05T09:11:43Z,2023-09-21T06:15:50Z,,10955,41836,10184,60,41836,,MIT,"['100-days-of-code-log', '100daysofcode', 'deep-learning', 'implementation', 'infographics', 'linear-algebra', 'linear-regression', 'logistic-regression', 'machine-learning', 'machine-learning-algorithms', 'naive-bayes-classifier', 'python', 'scikit-learn', 'siraj-raval', 'siraj-raval-challenge', 'support-vector-machines', 'svm', 'tutorial']",False,True,True,True,True,False,False,False,False,master
openpilot,openpilot is an open source driver assistance system. openpilot performs the functions of Automated Lane Centering and Adaptive Cruise Control for 250+ supported car makes and models.,https://github.com/commaai/openpilot,2016-11-24T01:33:30Z,2023-09-21T10:32:36Z,https://comma.ai/,2530311,41836,7663,304,41836,Python,MIT,[],True,True,True,True,False,True,False,False,False,master
yolov5,YOLOv5 🚀 in PyTorch > ONNX > CoreML > TFLite,https://github.com/ultralytics/yolov5,2020-05-18T03:45:11Z,2023-09-21T11:38:18Z,https://docs.ultralytics.com,15017,41715,14627,237,41715,Python,AGPL-3.0,"['coreml', 'deep-learning', 'ios', 'machine-learning', 'ml', 'object-detection', 'onnx', 'pytorch', 'tflite', 'ultralytics', 'yolo', 'yolov3', 'yolov5']",True,True,True,True,False,True,False,False,False,master
gpt_academic,"为ChatGPT/GLM提供实用化交互界面，特别优化论文阅读/润色/写作体验，模块化设计，支持自定义快捷按钮&函数插件，支持Python和C++等项目剖析&自译解功能，PDF/LaTex论文翻译&总结功能，支持并行问询多种LLM模型，支持chatglm2等本地模型。兼容文心一言, moss, llama2, rwkv, claude2, 通义千问, 书生, 讯飞星火等。",https://github.com/binary-husky/gpt_academic,2023-03-20T09:05:13Z,2023-09-21T11:41:14Z,https://huggingface.co/spaces/qingxu98/gpt-academic,61238,41694,5494,276,41694,Python,GPL-3.0,"['academic', 'chatglm-6b', 'chatgpt', 'gpt-4', 'large-language-models']",True,True,True,True,False,True,False,False,False,master
x64dbg,An open-source user mode debugger for Windows. Optimized for reverse engineering and malware analysis.,https://github.com/x64dbg/x64dbg,2015-04-11T20:48:23Z,2023-09-21T11:13:19Z,http://x64dbg.com,59802,41625,2220,565,41625,C++,NOASSERTION,"['binary-analysis', 'cpp', 'ctf', 'debugger', 'debugging', 'disassembler', 'dynamic-analysis', 'exploit-development', 'hacking', 'malware-analysis', 'oscp', 'program-analysis', 'reverse-engineering', 'security', 'security-tools', 'windows', 'x64', 'x86', 'x86-64']",True,True,True,True,False,True,False,False,False,development
hyper,A terminal built on web technologies,https://github.com/vercel/hyper,2016-07-01T06:01:21Z,2023-09-21T08:22:30Z,https://hyper.is,23038,41509,3504,872,41509,TypeScript,MIT,"['css', 'html', 'hyper', 'javascript', 'linux', 'macos', 'react', 'terminal', 'terminal-emulators']",True,False,True,False,False,True,False,False,False,canary
marktext,"📝A simple and elegant markdown editor, available for Linux, macOS and Windows.",https://github.com/marktext/marktext,2017-11-12T16:05:25Z,2023-09-21T10:55:10Z,https://www.marktext.cc/,72496,41456,3162,1039,41456,JavaScript,MIT,"['dark-mode', 'editor', 'electron', 'element-ui', 'emoji', 'focus-mode', 'latex', 'linux', 'mac', 'macos', 'markdown', 'marktext', 'next-generation', 'source-code', 'typewriter-mode', 'vue', 'windows']",True,True,True,True,False,False,False,False,False,develop
trackerslist,Updated list of public BitTorrent trackers,https://github.com/ngosang/trackerslist,2016-04-24T11:57:57Z,2023-09-21T03:16:41Z,https://ngosang.github.io/trackerslist/,5139,41352,6582,7,41352,,GPL-2.0,"['bittorrent', 'bittorrent-tracker', 'bittorrent-trackers', 'http', 'list', 'lists', 'public-tracker', 'public-trackers', 'torrent', 'tracker', 'trackers', 'trackerslist', 'udp', 'webtorrent', 'ws']",True,False,True,False,True,False,False,False,False,master
yarn,The 1.x line is frozen - features and bugfixes now happen on https://github.com/yarnpkg/berry,https://github.com/yarnpkg/yarn,2016-01-19T17:39:16Z,2023-09-21T10:50:10Z,https://classic.yarnpkg.com,119459,41266,2912,1982,41266,JavaScript,NOASSERTION,"['javascript', 'npm', 'package-manager', 'yarn']",True,True,True,False,False,False,False,False,False,master
git-flight-rules,Flight rules for git,https://github.com/k88hudson/git-flight-rules,2014-07-22T20:35:09Z,2023-09-20T23:41:16Z,,920,41258,3207,18,41258,,CC-BY-SA-4.0,[],True,True,True,True,False,False,False,False,False,master
ChatGPT,"🔮 ChatGPT Desktop Application (Mac, Windows and Linux)",https://github.com/lencx/ChatGPT,2022-12-07T09:43:02Z,2023-09-21T11:35:13Z,https://nofwl.com,31612,41246,4915,493,41246,Rust,AGPL-3.0,"['ai', 'app', 'application', 'chatgpt', 'desktop-app', 'gpt', 'gpt-3', 'linux', 'macos', 'notes-app', 'openai', 'rust', 'tauri', 'webview', 'windows']",True,False,True,False,True,True,False,False,False,main
bypass-paywalls-chrome,Bypass Paywalls web browser extension for Chrome and Firefox.,https://github.com/iamadamdev/bypass-paywalls-chrome,2018-04-07T20:33:19Z,2023-09-21T09:38:34Z,,1317,41183,2987,0,41183,JavaScript,,"['bypass', 'bypass-paywalls', 'chrome', 'chrome-extension', 'chrome-extensions', 'firefox', 'firefox-addon', 'firefox-extension', 'paywall']",True,True,True,True,False,False,False,False,False,master
llama.cpp,Port of Facebook's LLaMA model in C/C++,https://github.com/ggerganov/llama.cpp,2023-03-10T18:58:00Z,2023-09-21T11:12:26Z,,8823,41005,5756,577,41005,C,MIT,[],True,True,True,True,False,True,False,False,False,master
pixijs,"The HTML5 Creation Engine: Create beautiful digital content with the fastest, most flexible 2D WebGL renderer.",https://github.com/pixijs/pixijs,2013-01-21T22:40:50Z,2023-09-21T10:01:00Z,http://pixijs.com,95194,40956,4806,193,40956,TypeScript,MIT,"['canvas', 'canvas2d', 'data-visualization', 'game', 'glsl', 'javascript', 'pixi', 'pixijs', 'renderer', 'rendering', 'rendering-2d-graphics', 'rendering-engine', 'webgl']",True,True,True,True,False,True,False,False,False,dev
minio,High Performance Object Storage for AI,https://github.com/minio/minio,2015-01-14T19:23:58Z,2023-09-21T10:20:35Z,https://min.io/download,113084,40865,4927,41,40865,Go,AGPL-3.0,"['amazon-s3', 'cloud', 'cloudnative', 'cloudstorage', 'go', 'k8s', 'kubernetes', 'multi-cloud', 'multi-cloud-kubernetes', 'objectstorage', 's3', 'storage']",True,False,True,False,True,True,False,False,False,master
PowerShell,PowerShell for every system!,https://github.com/PowerShell/PowerShell,2016-01-13T23:41:35Z,2023-09-21T11:41:17Z,https://microsoft.com/PowerShell,94061,40584,7514,3498,40584,C#,MIT,"['command-line', 'hacktoberfest', 'linux', 'macos', 'netcore', 'powershell', 'shell', 'windows']",True,True,True,False,False,True,False,False,False,master
vue2-elm,Large single page application with 45 pages built on vue2 + vuex. 基于 vue2 + vuex 构建一个具有 45 个页面的大型单页面应用,https://github.com/bailicangdu/vue2-elm,2016-12-23T01:49:20Z,2023-09-21T10:15:46Z,https://cangdu.org/elm/,34429,40363,12621,112,40363,Vue,GPL-2.0,"['es2015', 'flex', 'sass', 'vue', 'vue-router', 'vuex', 'webpack']",True,True,True,True,False,False,False,False,False,master
core,"🖖 Vue.js is a progressive, incrementally-adoptable JavaScript framework for building UI on the web.",https://github.com/vuejs/core,2018-06-12T13:49:36Z,2023-09-21T10:15:07Z,https://vuejs.org/,24142,40334,7368,1181,40334,TypeScript,MIT,[],True,True,True,False,False,True,False,False,False,main
rclone,"""rsync for cloud storage"" - Google Drive, S3, Dropbox, Backblaze B2, One Drive, Swift, Hubic, Wasabi, Google Cloud Storage, Yandex Files",https://github.com/rclone/rclone,2014-03-16T16:19:57Z,2023-09-21T06:58:59Z,https://rclone.org,177155,40320,3693,900,40320,Go,MIT,"['amazon-drive', 'azure-blob', 'backblaze-b2', 'cloud-storage', 'dropbox', 'encryption', 'ftp', 'fuse-filesystem', 'go', 'golang', 'google-cloud-storage', 'google-drive', 'hubic', 'onedrive', 'openstack-swift', 'rclone', 's3', 'sftp', 'sync', 'webdav']",True,True,True,True,False,False,False,False,False,master
Motrix,A full-featured download manager.,https://github.com/agalwood/Motrix,2018-12-18T11:45:05Z,2023-09-21T11:32:31Z,https://motrix.app,69808,40181,4309,648,40181,JavaScript,MIT,"['aria2', 'bittorrent', 'bt', 'download', 'download-manager', 'electron', 'linux', 'mac', 'macos', 'magnet', 'motrix', 'torrent', 'windows']",True,True,True,True,False,True,False,False,False,master
ripgrep,ripgrep recursively searches directories for a regex pattern while respecting your gitignore,https://github.com/BurntSushi/ripgrep,2016-03-11T02:02:33Z,2023-09-21T11:24:24Z,,4292,40093,1765,136,40093,Rust,Unlicense,"['cli', 'command-line', 'command-line-tool', 'gitignore', 'grep', 'recursively-search', 'regex', 'ripgrep', 'rust', 'search']",True,False,True,False,False,True,False,False,False,master
nw.js,Call all Node.js modules directly from DOM/WebWorker and enable a new way of writing applications with all Web technologies.,https://github.com/nwjs/nw.js,2012-01-04T06:21:10Z,2023-09-21T01:14:52Z,https://nwjs.io,129553,39831,3961,900,39831,JavaScript,MIT,"['desktop', 'javascript', 'node-webkit', 'nodejs', 'nwjs', 'web-application-framework']",True,True,True,True,False,False,False,False,False,nw80
Alamofire,Elegant HTTP Networking in Swift,https://github.com/Alamofire/Alamofire,2014-07-31T05:56:19Z,2023-09-21T11:44:34Z,,32713,39788,7507,36,39788,Swift,MIT,"['alamofire', 'carthage', 'certificate-pinning', 'cocoapods', 'httpurlresponse', 'networking', 'parameter-encoding', 'public-key-pinning', 'request', 'response', 'swift', 'swift-package-manager', 'urlrequest', 'urlsession', 'xcode']",True,True,True,False,True,True,False,False,False,master
pandas,"Flexible and powerful data analysis / manipulation library for Python, providing labeled data structures similar to R data.frame objects, statistical functions, and much more",https://github.com/pandas-dev/pandas,2010-08-24T01:37:33Z,2023-09-21T10:11:30Z,https://pandas.pydata.org,338799,39767,16709,3597,39767,Python,BSD-3-Clause,"['alignment', 'data-analysis', 'data-science', 'flexible', 'pandas', 'python']",True,True,True,False,False,False,False,False,False,main
pm2,Node.js Production Process Manager with a built-in Load Balancer.,https://github.com/Unitech/pm2,2013-05-21T03:25:25Z,2023-09-21T11:10:39Z,https://pm2.keymetrics.io/docs/usage/quick-start/,13026,39682,2572,829,39682,JavaScript,NOASSERTION,"['command-line', 'command-line-tool', 'deploy', 'load-balancer', 'monitoring', 'node', 'nodejs', 'pm2', 'process-manager', 'production']",True,False,True,False,False,False,False,False,False,master
PythonDataScienceHandbook,Python Data Science Handbook: full text in Jupyter Notebooks,https://github.com/jakevdp/PythonDataScienceHandbook,2016-08-10T14:24:36Z,2023-09-21T10:35:23Z,http://jakevdp.github.io/PythonDataScienceHandbook,45159,39598,17305,200,39598,Jupyter Notebook,MIT,"['jupyter-notebook', 'matplotlib', 'numpy', 'pandas', 'python', 'scikit-learn']",True,True,True,True,True,False,False,False,False,master
styled-components,Visual primitives for the component age. Use the best bits of ES6 and CSS to style your apps without stress 💅,https://github.com/styled-components/styled-components,2016-08-16T06:41:32Z,2023-09-21T11:10:56Z,https://styled-components.com,34461,39486,2496,213,39486,TypeScript,MIT,"['css', 'css-in-js', 'react', 'styled-components']",True,False,True,False,False,True,False,False,False,main
CppCoreGuidelines,"The C++ Core Guidelines are a set of tried-and-true guidelines, rules, and best practices about coding in C++",https://github.com/isocpp/CppCoreGuidelines,2015-08-19T20:22:52Z,2023-09-21T10:51:16Z,http://isocpp.github.io/CppCoreGuidelines/CppCoreGuidelines,26305,39439,5311,249,39439,Python,NOASSERTION,[],True,True,True,True,True,False,False,False,False,master
dubbo,The java implementation of Apache Dubbo. An RPC and microservice framework.,https://github.com/apache/dubbo,2012-06-19T07:56:02Z,2023-09-21T03:31:26Z,https://dubbo.apache.org/,50272,39390,26196,1003,39390,Java,Apache-2.0,"['distributed-systems', 'dubbo', 'framework', 'grpc', 'http', 'java', 'microservices', 'restful', 'rpc', 'service-mesh', 'web']",True,True,True,True,False,False,False,False,False,3.2
huginn,Create agents that monitor and act on your behalf.  Your agents are standing by!,https://github.com/huginn/huginn,2013-03-10T06:00:31Z,2023-09-21T10:55:44Z,,8648,39335,3519,697,39335,Ruby,MIT,"['agent', 'automation', 'feed', 'feedgenerator', 'huginn', 'monitoring', 'notifications', 'rss', 'scraper', 'twitter', 'twitter-streaming', 'webscraping']",True,True,True,True,False,False,False,False,False,master
